Date,Country_JP,Country,Visitors,YoY_Change
2011/02,ドイツ,Germany,4950,-65.0
2011/02,香港,Hong Kong,14116,-61.19
2011/02,インド,India,3475,-34.56
2011/02,インドネシア,Indonesia,3863,-39.46
2011/02,アイルランド,Ireland,572,-46.84
2011/02,イスラエル,Israel,470,-76.42
2011/02,イタリア,Italy,2310,-62.95
2011/02,マレーシア,Malaysia,5483,-54.8
2011/02,メキシコ,Mexico,803,-57.87
2011/02,オランダ,Netherlands,1445,-52.84
2011/02,ニュージーランド,New Zealand,1628,-33.42
2011/02,北アメリカ計,North America Total,47907,-46.2
2011/02,ノルウェー,Norway,598,-59.24
2011/02,オセアニア計,Oceania Total,12627,-45.44
2011/02,フィリピン,Philippines,4532,-42.68
2011/02,ポーランド,Poland,473,-49.03
2011/02,ポルトガル,Portugal,331,-60.74
2011/02,ロシア,Russia,2091,-53.31
2011/02,シンガポール,Singapore,6290,-53.3
2011/02,南アメリカ計,South America Total,1674,-48.67
2011/02,韓国,South Korea,89121,-47.36
2011/02,スペイン,Spain,1241,-71.39
2011/02,無国籍・その他,Stateless/Other,20,-62.26
2011/02,スウェーデン,Sweden,1344,-60.28
2011/02,スイス,Switzerland,968,-63.7
2011/02,台湾,Taiwan,42095,-52.98
2011/02,タイ,Thailand,11718,-58.65
2011/02,総数,Total,352676,-50.31
2011/02,トルコ,Turkey,464,-47.63
2011/02,英国,UK,10127,-43.14
2011/02,米国,USA,38934,-45.59
2011/02,ベトナム,Vietnam,3220,-30.09
2011/03,アフリカ計,Africa Total,1195,-30.44
2011/03,アジア計,Asia Total,220195,-63.02
2011/03,豪州,Australia,6490,-64.7
2011/03,オーストリア,Austria,287,-76.0
2011/03,ベルギー,Belgium,542,-69.17
2011/03,ブラジル,Brazil,836,-63.92
2011/03,カナダ,Canada,5292,-65.48
2011/03,中国,China,76164,-49.49
2011/03,デンマーク,Denmark,456,-57.38
2011/03,ヨーロッパ計,Europe Total,28891,-64.57
2011/03,フィンランド,Finland,671,-56.03
2011/03,フランス,France,5472,-68.64
2011/03,ドイツ,Germany,3268,-67.95
2011/03,香港,Hong Kong,5774,-87.61
2011/03,インド,India,4715,-15.15
2011/03,インドネシア,Indonesia,2874,-57.57
2011/03,アイルランド,Ireland,471,-45.49
2011/03,イスラエル,Israel,359,-83.87
2011/03,イタリア,Italy,1274,-76.99
2011/03,マレーシア,Malaysia,3462,-69.85
2011/03,メキシコ,Mexico,694,-51.7
2011/03,オランダ,Netherlands,1231,-58.04
2011/03,ニュージーランド,New Zealand,1407,-48.76
2011/03,北アメリカ計,North America Total,36051,-57.16
2011/03,ノルウェー,Norway,387,-47.77
2011/03,オセアニア計,Oceania Total,8044,-62.31
2011/03,フィリピン,Philippines,5706,-33.46
2011/03,ポーランド,Poland,428,-64.12
2011/03,ポルトガル,Portugal,163,-81.16
2011/03,ロシア,Russia,1646,-67.22
2011/03,シンガポール,Singapore,2360,-82.92
2011/03,南アメリカ計,South America Total,1422,-63.44
2011/03,韓国,South Korea,63790,-66.35
2011/03,スペイン,Spain,943,-65.15
2011/03,無国籍・その他,Stateless/Other,28,-57.58
2011/03,スウェーデン,Sweden,1149,-61.67
2011/03,スイス,Switzerland,823,-71.65
2011/03,台湾,Taiwan,35800,-67.36
2011/03,タイ,Thailand,8001,-78.27
2011/03,総数,Total,295826,-62.47
2011/03,トルコ,Turkey,319,-63.38
2011/03,英国,UK,8010,-56.51
2011/03,米国,USA,29788,-55.46
2011/03,ベトナム,Vietnam,3787,-5.33
2011/04,アフリカ計,Africa Total,1247,-29.51
2011/04,アジア計,Asia Total,264991,-51.38
2011/04,豪州,Australia,7406,-49.35
2011/04,オーストリア,Austria,380,-71.3
2011/04,ベルギー,Belgium,700,-47.8
2011/04,ブラジル,Brazil,866,-46.01
2011/04,カナダ,Canada,5779,-59.85
2011/04,中国,China,58608,-47.93
2011/04,デンマーク,Denmark,648,-45.22
2011/04,ヨーロッパ計,Europe Total,33264,-53.67
2011/04,フィンランド,Finland,722,-46.4
2011/04,フランス,France,5864,-57.19
2011/04,ドイツ,Germany,4391,-59.88
2011/04,香港,Hong Kong,11584,-71.65
2011/04,インド,India,5140,-35.28
2011/04,インドネシア,Indonesia,3550,-30.51
2011/04,アイルランド,Ireland,529,-39.4
2011/04,イスラエル,Israel,426,-51.81
2011/04,イタリア,Italy,1543,-69.97
2011/04,マレーシア,Malaysia,4139,-59.63
2011/04,メキシコ,Mexico,731,-56.64
2011/04,オランダ,Netherlands,1484,-50.75
2011/04,ニュージーランド,New Zealand,1521,-38.1
2011/04,北アメリカ計,North America Total,47563,-42.06
2011/04,ノルウェー,Norway,416,-36.1
2011/04,オセアニア計,Oceania Total,9067,-47.63
2011/04,フィリピン,Philippines,4989,-41.62
2011/04,ポーランド,Poland,402,-56.49
2011/04,ポルトガル,Portugal,259,-63.57
2011/04,ロシア,Russia,2049,-51.65
2011/04,シンガポール,Singapore,6999,-53.47
2011/04,南アメリカ計,South America Total,1619,-51.32
2011/04,韓国,South Korea,84014,-58.3
2011/04,スペイン,Spain,993,-68.64
2011/04,無国籍・その他,Stateless/Other,32,-34.69
2011/04,スウェーデン,Sweden,1455,-40.3
2011/04,スイス,Switzerland,922,-58.22
2011/04,台湾,Taiwan,67958,-40.48
2011/04,タイ,Thailand,8457,-50.29
2011/04,総数,Total,357783,-50.4
2011/04,トルコ,Turkey,370,-47.29
2011/04,英国,UK,8629,-42.35
2011/04,米国,USA,40770,-37.81
2011/04,ベトナム,Vietnam,2636,-14.58
2011/05,アフリカ計,Africa Total,1386,-9.77
2011/05,アジア計,Asia Total,325304,-36.41
2011/05,豪州,Australia,9362,-42.11
2011/05,オーストリア,Austria,446,-53.25
2011/05,ベルギー,Belgium,747,-27.33
2011/05,ブラジル,Brazil,900,-44.27
2011/05,カナダ,Canada,6134,-40.89
2011/05,中国,China,61419,-40.78
2011/05,デンマーク,Denmark,728,-36.42
2011/05,ヨーロッパ計,Europe Total,35272,-39.17
2011/05,フィンランド,Finland,834,-47.28
2011/05,フランス,France,5954,-38.53
2011/05,ドイツ,Germany,4921,-42.44
2011/05,香港,Hong Kong,28522,-39.94
2011/05,インド,India,4522,-22.21
2011/05,インドネシア,Indonesia,4855,-38.86
2011/05,アイルランド,Ireland,597,-30.34
2011/05,イスラエル,Israel,469,-35.13
2011/05,イタリア,Italy,1721,-56.49
2011/05,マレーシア,Malaysia,4683,-43.54
2011/05,メキシコ,Mexico,971,-38.74
2011/05,オランダ,Netherlands,1454,-31.93
2011/05,ニュージーランド,New Zealand,1463,-38.84
2011/05,北アメリカ計,North America Total,58054,-31.01
2011/05,ノルウェー,Norway,602,-27.9
2011/05,オセアニア計,Oceania Total,11069,-41.24
2011/05,フィリピン,Philippines,3993,-25.97
2011/05,ポーランド,Poland,523,-8.25
2011/05,ポルトガル,Portugal,502,-40.59
2011/05,ロシア,Russia,2023,-46.05
2011/05,シンガポール,Singapore,8947,-49.29
2011/05,南アメリカ計,South America Total,1748,-40.4
2011/05,韓国,South Korea,103817,-42.03
2011/05,スペイン,Spain,1032,-65.57
2011/05,無国籍・その他,Stateless/Other,50,25.0
2011/05,スウェーデン,Sweden,1661,-32.75
2011/05,スイス,Switzerland,1068,-31.19
2011/05,台湾,Taiwan,87693,-23.01
2011/05,タイ,Thailand,7507,-24.68
2011/05,総数,Total,432883,-36.06
2011/05,トルコ,Turkey,409,-42.56
2011/05,英国,UK,8487,-29.69
2011/05,米国,USA,50648,-29.44
2011/05,ベトナム,Vietnam,2706,-22.35
2011/06,アフリカ計,Africa Total,1425,-23.84
2011/06,アジア計,Asia Total,432875,-37.05
2011/06,豪州,Australia,10108,-35.05
2011/06,オーストリア,Austria,758,-42.23
2011/06,ベルギー,Belgium,1076,-34.63
2011/06,ブラジル,Brazil,1294,-42.79
2011/06,カナダ,Canada,8010,-44.64
2011/06,中国,China,86963,-47.28
2011/06,デンマーク,Denmark,1177,-23.52
2011/06,ヨーロッパ計,Europe Total,50563,-37.58
2011/06,フィンランド,Finland,725,-51.99
2011/06,フランス,France,9072,-44.01
2011/06,ドイツ,Germany,6460,-34.38
2011/06,香港,Hong Kong,40524,-41.14
2011/06,インド,India,5092,-5.62
2011/06,インドネシア,Indonesia,4594,-25.65
2011/06,アイルランド,Ireland,761,-14.88
2011/06,イスラエル,Israel,637,-25.84
2011/06,イタリア,Italy,2535,-55.9
2011/06,マレーシア,Malaysia,5730,-28.02
2011/06,メキシコ,Mexico,1235,-42.29
2011/06,オランダ,Netherlands,2630,-27.83
2011/06,ニュージーランド,New Zealand,2108,-34.8
2011/06,北アメリカ計,North America Total,61787,-27.47
2011/06,ノルウェー,Norway,782,-23.26
2011/06,オセアニア計,Oceania Total,12518,-34.59
2011/06,フィリピン,Philippines,4805,-8.27
2011/06,ポーランド,Poland,610,-38.01
2011/06,ポルトガル,Portugal,589,-47.13
2011/06,ロシア,Russia,2916,-40.9
2011/06,シンガポール,Singapore,7870,-31.9
2011/06,南アメリカ計,South America Total,2276,-37.85
2011/06,韓国,South Korea,140053,-40.68
2011/06,スペイン,Spain,1950,-64.82
2011/06,無国籍・その他,Stateless/Other,45,-26.23
2011/06,スウェーデン,Sweden,1701,-19.15
2011/06,スイス,Switzerland,1591,-44.37
2011/06,台湾,Taiwan,113460,-25.81
2011/06,タイ,Thailand,12180,-14.27
2011/06,総数,Total,561489,-36.07
2011/06,トルコ,Turkey,542,-35.63
2011/06,英国,UK,12519,-22.88
2011/06,米国,USA,52127,-23.4
2011/06,ベトナム,Vietnam,3029,-7.74
2011/07,アフリカ計,Africa Total,1498,-18.9
2011/07,アジア計,Asia Total,433554,-31.76
2011/07,豪州,Australia,7631,-40.65
2011/07,オーストリア,Austria,540,-52.34
2011/07,ベルギー,Belgium,734,-38.16
2011/07,ブラジル,Brazil,1065,-30.26
2011/07,カナダ,Canada,8035,-34.63
2011/07,中国,China,102640,-40.15
2011/07,デンマーク,Denmark,647,-25.29
2011/07,ヨーロッパ計,Europe Total,43501,-43.68
2011/07,フィンランド,Finland,722,-30.71
2011/07,フランス,France,8033,-44.39
2011/07,ドイツ,Germany,5681,-41.97
2011/07,香港,Hong Kong,38436,-25.4
2011/07,インド,India,4485,-16.96
2011/07,インドネシア,Indonesia,5317,42.93
2011/07,アイルランド,Ireland,624,-30.9
2011/07,イスラエル,Israel,453,-50.44
2011/07,イタリア,Italy,2538,-69.34
2011/07,マレーシア,Malaysia,5219,4.46
2011/07,メキシコ,Mexico,1036,-20.25
2011/07,オランダ,Netherlands,1634,-25.79
2011/07,ニュージーランド,New Zealand,1666,-34.36
2011/07,北アメリカ計,North America Total,56299,-19.17
2011/07,ノルウェー,Norway,475,-27.37
2011/07,オセアニア計,Oceania Total,9551,-38.81
2011/07,フィリピン,Philippines,5364,-2.77
2011/07,ポーランド,Poland,615,-40.69
2011/07,ポルトガル,Portugal,771,-52.82
2011/07,ロシア,Russia,2582,-40.98
2011/07,シンガポール,Singapore,5502,-24.0
2011/07,南アメリカ計,South America Total,2070,-30.14
2011/07,韓国,South Korea,147030,-40.45
2011/07,スペイン,Spain,2190,-70.28
2011/07,無国籍・その他,Stateless/Other,30,-44.44
2011/07,スウェーデン,Sweden,1397,-25.41
2011/07,スイス,Switzerland,1179,-38.34
2011/07,台湾,Taiwan,99126,-12.62
2011/07,タイ,Thailand,8631,-12.44
2011/07,総数,Total,546503,-31.92
2011/07,トルコ,Turkey,487,-44.34
2011/07,英国,UK,10800,-27.42
2011/07,米国,USA,46823,-15.56
2011/07,ベトナム,Vietnam,3586,4.82
2011/08,アフリカ計,Africa Total,2091,-9.09
2011/08,アジア計,Asia Total,409902,-24.18
2011/08,豪州,Australia,13222,-43.74
2011/08,オーストリア,Austria,797,-36.34
2011/08,ベルギー,Belgium,1073,-30.64
2011/08,ブラジル,Brazil,1568,-18.42
2011/08,カナダ,Canada,7434,-35.75
2011/08,中国,China,112493,-18.09
2011/08,デンマーク,Denmark,934,-23.19
2011/08,ヨーロッパ計,Europe Total,52381,-28.3
2011/08,フィンランド,Finland,874,-21.75
2011/08,フランス,France,8376,-27.01
2011/08,ドイツ,Germany,7775,-32.59
2011/08,香港,Hong Kong,28507,-15.58
2011/08,インド,India,5944,10.24
2011/08,インドネシア,Indonesia,6520,-52.34
2011/08,アイルランド,Ireland,832,-15.27
2011/08,イスラエル,Israel,675,-63.63
2011/08,イタリア,Italy,3347,-33.92
2011/08,マレーシア,Malaysia,8540,-5.46
2011/08,メキシコ,Mexico,1233,-29.06
2011/08,オランダ,Netherlands,2108,-24.53
2011/08,ニュージーランド,New Zealand,1775,-49.6
2011/08,北アメリカ計,North America Total,56136,-20.45
2011/08,ノルウェー,Norway,702,-18.18
2011/08,オセアニア計,Oceania Total,15295,-44.01
2011/08,フィリピン,Philippines,5222,-14.85
2011/08,ポーランド,Poland,783,-26.55
2011/08,ポルトガル,Portugal,594,-26.21
2011/08,ロシア,Russia,2765,-30.77
2011/08,シンガポール,Singapore,7671,-29.81
2011/08,南アメリカ計,South America Total,2894,-24.46
2011/08,韓国,South Korea,122436,-36.88
2011/08,スペイン,Spain,2237,-50.94
2011/08,無国籍・その他,Stateless/Other,28,-42.86
2011/08,スウェーデン,Sweden,2071,-8.89
2011/08,スイス,Switzerland,1535,-33.52
2011/08,台湾,Taiwan,84756,-17.56
2011/08,タイ,Thailand,13701,7.23
2011/08,総数,Total,538727,-24.94
2011/08,トルコ,Turkey,659,-16.58
2011/08,英国,UK,12121,-22.03
2011/08,米国,USA,46903,-17.13
2011/08,ベトナム,Vietnam,4156,10.5
2011/09,アフリカ計,Africa Total,1998,-35.34
2011/09,アジア計,Asia Total,450490,-13.88
2011/09,豪州,Australia,14823,-11.02
2011/09,オーストリア,Austria,1135,-38.98
2011/09,ベルギー,Belgium,1283,-33.28
2011/09,ブラジル,Brazil,2814,9.75
2011/09,カナダ,Canada,10877,-18.1
2011/09,中国,China,106174,-0.06
2011/09,デンマーク,Denmark,1439,-19.7
2011/09,ヨーロッパ計,Europe Total,69414,-26.42
2011/09,フィンランド,Finland,1197,-35.54
2011/09,フランス,France,11256,-32.11
2011/09,ドイツ,Germany,10529,-31.19
2011/09,香港,Hong Kong,35468,16.58
2011/09,インド,India,5388,-18.4
2011/09,インドネシア,Indonesia,6305,-10.06
2011/09,アイルランド,Ireland,917,-11.57
2011/09,イスラエル,Israel,969,-49.27
2011/09,イタリア,Italy,4113,-38.04
2011/09,マレーシア,Malaysia,7042,-23.73
2011/09,メキシコ,Mexico,1607,-24.55
2011/09,オランダ,Netherlands,2847,-22.8
2011/09,ニュージーランド,New Zealand,2291,-16.23
2011/09,北アメリカ計,North America Total,71691,-12.73
2011/09,ノルウェー,Norway,949,-16.17
2011/09,オセアニア計,Oceania Total,17313,-12.38
2011/09,フィリピン,Philippines,6153,-9.47
2011/09,ポーランド,Poland,831,-24.25
2011/09,ポルトガル,Portugal,594,-30.2
2011/09,ロシア,Russia,3657,-32.6
2011/09,シンガポール,Singapore,8787,-34.71
2011/09,南アメリカ計,South America Total,4741,-0.48
2011/09,韓国,South Korea,132259,-31.77
2011/09,スペイン,Spain,2496,-45.51
2011/09,無国籍・その他,Stateless/Other,54,-16.92
2011/09,スウェーデン,Sweden,2895,-16.5
2011/09,スイス,Switzerland,2456,-26.9
2011/09,台湾,Taiwan,108403,2.58
2011/09,タイ,Thailand,19517,-29.83
2011/09,総数,Total,615701,-15.33
2011/09,トルコ,Turkey,743,-35.22
2011/09,英国,UK,16802,-9.2
2011/09,米国,USA,58632,-11.15
2011/09,ベトナム,Vietnam,4770,12.87
2011/10,アフリカ計,Africa Total,1990,-4.4
2011/10,アジア計,Asia Total,407585,-12.7
2011/10,豪州,Australia,12056,-20.5
2011/10,オーストリア,Austria,919,-26.9
2011/10,ベルギー,Belgium,1099,-26.0
2011/10,ブラジル,Brazil,1486,-9.1
2011/10,カナダ,Canada,10247,-11.5
2011/10,中国,China,92154,34.8
2011/10,デンマーク,Denmark,1145,-10.5
2011/10,ヨーロッパ計,Europe Total,59631,-17.4
2011/10,フィンランド,Finland,1223,-22.5
2011/10,フランス,France,9046,-18.7
2011/10,ドイツ,Germany,10129,-18.7
2011/10,香港,Hong Kong,33711,22.9
2011/10,インド,India,5543,3.5
2011/10,インドネシア,Indonesia,5481,-2.4
2011/10,アイルランド,Ireland,755,-22.8
2011/10,イスラエル,Israel,773,-21.0
2011/10,イタリア,Italy,3804,-19.1
2011/10,マレーシア,Malaysia,7724,-30.1
2011/10,メキシコ,Mexico,1183,-26.4
2011/10,オランダ,Netherlands,2415,-20.5
2011/10,ニュージーランド,New Zealand,2065,0.3
2011/10,北アメリカ計,North America Total,64940,-10.8
2011/10,ノルウェー,Norway,781,-20.6
2011/10,オセアニア計,Oceania Total,14376,-17.9
2011/10,フィリピン,Philippines,5293,-10.2
2011/10,ポーランド,Poland,1015,-4.06
2011/10,ポルトガル,Portugal,600,-7.1
2011/10,ロシア,Russia,3768,-24.3
2011/10,シンガポール,Singapore,12552,-46.8
2011/10,南アメリカ計,South America Total,3005,-12.6
2011/10,韓国,South Korea,134009,-32.06
2011/10,スペイン,Spain,1866,-35.9
2011/10,無国籍・その他,Stateless/Other,44,-10.2
2011/10,スウェーデン,Sweden,2528,-2.9
2011/10,スイス,Switzerland,1707,-17.3
2011/10,台湾,Taiwan,86207,-3.59
2011/10,タイ,Thailand,11488,-39.2
2011/10,総数,Total,551571,-13.06
2011/10,トルコ,Turkey,755,-45.21
2011/10,英国,UK,13208,-12.3
2011/10,米国,USA,53055,-10.2
2011/10,ベトナム,Vietnam,3810,1.0
2011/11,アフリカ計,Africa Total,2241,50.1
2011/11,アジア計,Asia Total,430639,-12.7
2011/11,豪州,Australia,18471,-25.6
2011/11,オーストリア,Austria,671,-28.0
2011/11,ベルギー,Belgium,829,-5.5
2011/11,ブラジル,Brazil,3925,113.7
2011/11,カナダ,Canada,10466,-14.7
2011/11,中国,China,79688,31.7
2011/11,デンマーク,Denmark,744,-4.2
2011/11,ヨーロッパ計,Europe Total,49540,-9.7
2011/11,フィンランド,Finland,1056,-10.1
2011/11,フランス,France,8238,-19.0
2011/11,ドイツ,Germany,6399,-13.6
2011/11,香港,Hong Kong,44502,4.4
2011/11,インド,India,4301,0.19
2011/11,インドネシア,Indonesia,9429,-15.2
2011/11,アイルランド,Ireland,662,-13.4
2011/11,イスラエル,Israel,573,10.0
2011/11,イタリア,Italy,3674,-13.3
2011/11,マレーシア,Malaysia,13572,-22.2
2011/11,メキシコ,Mexico,1310,-2.5
2011/11,オランダ,Netherlands,1963,-10.6
2011/11,ニュージーランド,New Zealand,2562,-11.7
2011/11,北アメリカ計,North America Total,63459,-6.6
2011/11,ノルウェー,Norway,604,2.2
2011/11,オセアニア計,Oceania Total,21227,-23.9
2011/11,フィリピン,Philippines,5787,-8.7
2011/11,ポーランド,Poland,658,38.82
2011/11,ポルトガル,Portugal,774,7.4
2011/11,ロシア,Russia,2974,-19.5
2011/11,シンガポール,Singapore,22868,-37.9
2011/11,南アメリカ計,South America Total,4954,75.7
2011/11,韓国,South Korea,141536,-30.1
2011/11,スペイン,Spain,2435,10.7
